date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-09-30,8.3,7.1,9.5,1.1,,28,10.1,,1019.3,
2023-10-01,9.7,7.1,13.1,0,,210,9.8,,1022.3,
2023-10-02,11.8,7.1,16,0.8,,207,20.4,,1017.5,
2023-10-03,12.8,9.5,17.7,1,,222,15.5,,1017,
2023-10-04,12.5,9.8,16.3,0.8,,227,15.5,,1015.7,
2023-10-05,13,8.9,18.2,0,,229,19.3,,1013.4,
2023-10-06,11.6,5.8,16.5,0.7,,207,10,,1013.3,
2023-10-07,10.9,8.9,12.4,6.4,,189,12.7,,1008.5,
2023-10-08,9,7.1,11.8,3.2,,174,19.1,,999.2,
2023-10-09,8.4,6.7,10,3.2,,210,19.2,,994.9,
2023-10-10,6.6,4.6,8.6,0.1,,218,16,,1003.5,
2023-10-11,4.9,1.5,8.1,0.2,,233,12.8,,1010.6,
2023-10-12,4.3,0.7,7.3,0,,235,16.6,,1015.4,
2023-10-13,5,1.7,7.5,6.6,,218,24.3,,1008.5,
2023-10-14,7.3,4.3,10,4.2,,250,20.6,,1006.4,
2023-10-15,5.2,0.7,9,0,,237,14.9,,1011.5,
2023-10-16,11,7.9,15.2,0.8,,233,19.2,,1011,
2023-10-17,10.3,7,14.1,0,,205,16.9,,1015,
2023-10-18,8.5,4.6,10.4,0,,204,16.7,,1009.6,
2023-10-19,4.8,2,7.9,0,,232,22.5,,1014.4,
2023-10-20,3.6,1.9,6.3,7,,219,12.9,,1016.7,
2023-10-21,2.4,0.4,5,0.2,,261,14,,1010.6,
2023-10-22,0.3,-1.6,1.7,1.4,,305,16.9,,1002,
2023-10-23,0.2,-1.8,2.1,0,,269,21.3,,1008.6,
2023-10-24,0.6,-0.6,2.1,6.6,,184,11.8,,1002,
2023-10-25,-2,-4.5,-0.4,6,,8,15.7,,1000,
2023-10-26,-4,-5.6,-3,0.1,,296,17.6,,1006,
2023-10-27,-4.9,-7.9,-1.2,0,,260,18.4,,1019,
2023-10-28,-6.6,-10.8,-3.1,0,,161,10.3,,1022,
2023-10-29,-5.2,-7.8,-2.9,0.2,,89,17,,1015.2,
2023-10-30,-3.4,-3.8,-2.9,2.1,,70,20.1,,1008.7,
2023-10-31,-4.3,-5.2,-3.6,0.5,,94,8.2,,1016.3,
2023-11-01,-2.6,-4.1,-0.7,0.7,,258,10.3,,1018.4,
2023-11-02,-4.7,-7.5,-2,1.7,,33,8,,1022.7,
2023-11-03,0.2,-5.8,3.6,0.1,,182,22.4,,1013.8,
2023-11-04,-1.3,-4.5,3.6,0,,280,18.1,,1017.5,
2023-11-05,-4.6,-6.8,-2.1,0,,258,9.2,,1030.2,
2023-11-06,-1.9,-5.7,1.6,0,,226,16.3,,1025.5,
2023-11-07,-0.3,-2.3,3.1,0,,211,14.8,,1018.6,
2023-11-08,-1,-2.8,2.3,0,,166,11.7,,1011.7,
2023-11-09,-1,-3.9,1.6,1.7,,226,8.5,,1010.7,
2023-11-10,-1.1,-3,1.4,0,,234,9.2,,1019.4,
2023-11-11,0.7,-0.8,1.8,1.3,,136,10.6,,1017.5,
2023-11-12,1.1,0.1,2.2,0,,307,7.9,,1021.2,
2023-11-13,0.8,0,2.1,0,,231,11.6,,1026.6,
2023-11-14,3.2,1.7,4.5,1.2,,197,20.8,,1018.2,
2023-11-15,2.1,0.3,2.9,5.5,,208,17.2,,1004.9,
2023-11-16,0.5,-1.1,2,0,,243,13.8,,1005.4,
2023-11-17,-1.1,-2.5,1,0,,242,9.8,,1009.3,
2023-11-18,-5.7,-8.4,-1.7,0,,346,18.4,,1010.5,
2023-11-19,-7.1,-9.4,-5.2,0,,271,16.6,,1019.4,
2023-11-20,-7.2,-9.4,-4.4,0,,240,10.1,,1030.4,
2023-11-21,-7.6,-9.5,-5.7,0,,125,17.8,,1028.1,
2023-11-22,-4.2,-5.9,0.3,2.7,,114,20.8,,1006.5,
2023-11-23,-0.1,-3.3,2,0.8,,152,18.4,,994.3,
2023-11-24,-8.5,-12.7,-3.3,0.5,,228,12.6,,999.8,
2023-11-25,-8.8,-13.5,-3.3,1.3,,168,12.6,,1007.9,
2023-11-26,-2.6,-5.3,-0.7,0,,196,10.7,,1019.7,
2023-11-27,0.5,-1.3,1.9,0.6,,135,17.5,,1024.9,
2023-11-28,0,-2.5,1.4,0.6,,121,18,,1020.6,
2023-11-29,-3.3,-4.5,-1.8,0.7,,93,12.3,,1018.6,
2023-11-30,-4.7,-6.1,-3.6,0,,34,10,,1016,
2023-12-01,-7.6,-8.5,-6.1,0,,307,8.9,,1016.9,
2023-12-02,-6.6,-7.5,-5.6,2.3,,139,10,,1010,
2023-12-03,-12,-15.9,-5.9,9.8,,347,23.5,,1003.6,
2023-12-04,-16.8,-20.5,-10.7,4.2,,114,12.7,,1021.6,
2023-12-05,-11.8,-19.2,-8.2,3.6,,30,11.2,,1007.9,
2023-12-06,-23.7,-30.5,-19.4,0.1,,341,15.8,,1020.9,
2023-12-07,-34.5,-36.2,-31.3,0,,327,10.9,,1040.9,
2023-12-08,-34.9,-37.4,-31.7,0,,273,10.2,,1045.3,
2023-12-09,-28.5,-32.1,-23.9,0,,291,11.7,,1041.4,
2023-12-10,-29.3,-34,-24.9,0,,352,11.4,,1044,
2023-12-11,-35.4,-37.3,-34,0,,2,9.9,,1055.4,
2023-12-12,-33,-37.6,-25.5,0,,241,13.2,,1060.8,
2023-12-13,-22.3,-25,-20.7,0,,225,21.6,,1055.8,
2023-12-14,-21.1,-22.4,-19.3,0,,216,17.5,,1051.8,
2023-12-15,-17.7,-19.8,-14.6,0,,222,14.5,,1044.5,
2023-12-16,-19.4,-23.5,-15.3,0,,166,13.4,,1038.7,
2023-12-17,-12.5,-15.6,-9.5,0.3,,160,20.7,,1027,
2023-12-18,-10.3,-12.1,-9.4,0.5,,172,13.6,,1016.5,
2023-12-19,-10.1,-12.9,-9.3,0,,200,14,,1009.5,
2023-12-20,-8,-12,-1.6,1.7,,201,20.1,,1009.9,
2023-12-21,0.2,-1.7,2.1,0.3,,228,20.6,,1009.6,
2023-12-22,0.7,-1.7,2.4,0,,217,22.2,,1015.8,
2023-12-23,-1,-2.1,0.3,0,,164,12.4,,1015.4,
2023-12-24,-2.3,-4.2,-0.7,0,,115,12.7,,1007.9,
2023-12-25,-1.9,-5.3,1.7,0.8,,152,16.1,,1002.3,
2023-12-26,-2.2,-4.3,0.1,6.8,,110,19.7,,985.3,
2023-12-27,-4.9,-6.3,-3.9,2.5,,220,23,,991.7,
2023-12-28,-5.4,-7.2,-2.5,1,,182,13.7,,998.1,
2023-12-29,-6.7,-12.8,-2.8,10.1,,317,26.6,,983.4,
2023-12-30,-12,-12.7,-10.8,0.3,,258,30.9,,992,
2023-12-31,-14.9,-20.8,-12.2,0,,245,15.4,,1007,
