date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-09-05,11.2,8.4,13.8,0,,266,7.5,,1011.3,
2022-09-06,9.6,5.1,12.7,0,,23,10.1,,1006.9,
2022-09-07,9.2,7.5,11.3,0.1,,311,15.4,,1002,
2022-09-08,9.9,5.4,14.6,0,,250,14.2,,1012,
2022-09-09,10.1,7.1,13.4,0.6,,247,10.3,,1014,
2022-09-10,8.3,3.5,13,0.2,,298,7.7,,1014.5,
2022-09-11,8.3,4.1,12.8,0.3,,336,9.9,,1014.6,
2022-09-12,7.9,3.2,11.9,0.5,,295,4.8,,1020.9,
2022-09-13,9.6,5,14.5,0,,222,7.1,,1024.9,
2022-09-14,10.8,5.6,15.9,0,,225,8.4,,1026,
2022-09-15,13.2,9.6,18.2,0,,151,11.4,,1024,
2022-09-16,12,8.9,15.5,0,,146,15.6,,1020.6,
2022-09-17,13.1,9.8,16,0.1,,154,19,,1017.7,
2022-09-18,16.5,13.2,21,0.2,,201,18.9,,1014.8,
2022-09-19,16.2,10.8,21.4,0,,208,8.8,,1017.7,
2022-09-20,20,14.9,26.2,0,,219,12.9,,1017.8,
2022-09-21,17.5,13.5,22.4,0,,245,11.7,,1017,
2022-09-22,14.1,10,17,0,,359,7.7,,1020.5,
2022-09-23,13.9,8.7,20.3,0,,127,8.4,,1020.1,
2022-09-24,14.6,10.4,19.4,0,,88,9.8,,1013.2,
2022-09-25,8.7,5.8,12.3,0.5,,51,22.3,,1014.4,
2022-09-26,4,2.2,5.4,0,,67,25.2,,1014.4,
2022-09-27,0.8,-1.3,2.4,0.4,,19,16.5,,1018.5,
2022-09-28,0.3,-2.3,2.8,0.5,,348,12.4,,1023.7,
2022-09-29,0,-3.4,2.1,0,,344,6.7,,1029.2,
2022-09-30,0.3,-3.2,2.4,0,,89,4.4,,1035.9,
2022-10-01,-0.6,-4.3,3.3,0,,170,10,,1038,
2022-10-02,4.3,0.2,8.1,0,,171,15.9,,1031.5,
2022-10-03,7.9,3.8,12.2,0.7,,192,18.7,,1027.3,
2022-10-04,12.1,9.3,16.9,0.2,,245,15.4,,1029.1,
2022-10-05,10.4,6.9,14.7,0,,230,13.8,,1031,
2022-10-06,10.3,6.3,14,0,,197,12.3,,1023.6,
2022-10-07,9.6,6.6,12.7,1.4,,215,13.5,,1013.6,
2022-10-08,6.6,3.3,10.3,3,,255,12.3,,1010.9,
2022-10-09,8.1,3.7,12.5,0,,284,16.2,,1018.2,
2022-10-10,10.4,6.3,14.5,0,,241,19.2,,1019.8,
2022-10-11,10.3,7.5,12.7,0,,269,14,,1021.2,
2022-10-12,6.3,1,11.7,0,,52,6.3,,1023.2,
2022-10-13,8.6,4.7,13.3,0,,120,13.5,,1021.6,
2022-10-14,9.8,7.7,13.6,0,,146,14.6,,1014.7,
2022-10-15,7.8,4.2,12.2,2.9,,215,9.4,,1017.6,
2022-10-16,5.7,3,9.2,0.5,,282,10.3,,1020,
2022-10-17,5.3,3.1,8.3,0.9,,288,14.2,,1022.1,
2022-10-18,5.8,2.5,9.8,0,,235,15.6,,1015.5,
2022-10-19,5.3,2.9,7.2,0.2,,217,13.4,,1004.4,
2022-10-20,4.1,1.5,7,0,,248,13.4,,1005.5,
2022-10-21,2.6,-0.2,6.3,0,,237,14.5,,1007.3,
2022-10-22,-0.2,-3.2,1.7,0,,296,13,,1008.8,
2022-10-23,0.3,-1.8,2.3,0,,273,20.4,,1017.1,
2022-10-24,1.4,-1.6,4.6,0,,223,22.4,,1015.6,
2022-10-25,2,-1.5,4,2.3,,247,17.5,,1006.8,
2022-10-26,-0.8,-2.3,1.3,0,,341,13.5,,1016,
2022-10-27,-1.7,-3.7,2.1,0,,303,12.9,,1027.3,
2022-10-28,0.1,-3.5,2.8,0,,244,19.9,,1024.2,
2022-10-29,0.2,-1.1,2,0,,212,9.8,,1025.2,
2022-10-30,-2.8,-4.5,-0.4,0,,164,13.7,,1017.6,
2022-10-31,-1.6,-4.8,1.1,0.7,,163,19,,1009.2,
2022-11-01,2.8,1.1,4.1,0.4,,163,17.8,,1008.4,
2022-11-02,2.6,0.7,4.5,7.6,,110,17.3,,1006.3,
2022-11-03,-0.6,-2.5,1.7,2.8,,153,12.7,,1009,
2022-11-04,0.6,-0.6,1.8,6.6,,69,14.1,,1007.5,
2022-11-05,-0.2,-1.5,0.4,13.6,,334,18.1,,1001.4,
2022-11-06,-2.3,-3.4,-1.3,0.3,,292,16.4,,1013.5,
2022-11-07,-2.3,-2.9,-1.6,0.3,,283,8.2,,1017.8,
2022-11-08,-1.5,-3,-0.4,0,,224,11.4,,1017.5,
2022-11-09,-0.5,-2.5,0.7,1.3,,232,15.3,,1018.5,
2022-11-10,0.6,0,1.2,2,,256,11.3,,1018.7,
2022-11-11,0.7,0,2.3,3.7,,215,13.2,,1016.8,
2022-11-12,2.9,2,3.9,0,,246,13,,1005.6,
2022-11-13,1.2,0.6,1.9,5.4,,138,14.3,,991.2,
2022-11-14,0,-1.7,0.5,9.4,,51,16,,984.3,
2022-11-15,-7.4,-13.8,-3.1,1.7,,346,20,,994.6,
2022-11-16,-16.8,-19.7,-14.4,0.1,,331,14.3,,1010.8,
2022-11-17,-22.5,-25.3,-18.3,0,,333,5.6,,1028.4,
2022-11-18,-19.8,-26,-13.9,0,,217,11,,1028.1,
2022-11-19,-13.9,-17.5,-9.1,0,,299,13,,1022,
2022-11-20,-13.9,-16.1,-11.3,0,,252,13.3,,1023.7,
2022-11-21,-12.2,-14.4,-10.2,0,,242,12.4,,1018,
2022-11-22,-12.7,-22.5,-6.3,0,,320,14.8,,1019.7,
2022-11-23,-22.6,-24.1,-20,0,,110,6.8,,1032.1,
2022-11-24,-17.2,-19.6,-14.9,0,,95,10.8,,1026.4,
2022-11-25,-21.6,-24.4,-18.8,0,,19,12.1,,1032.5,
2022-11-26,-27.6,-30.5,-25.1,0,,123,9.1,,1050.5,
2022-11-27,-23,-25.4,-19.9,0,,184,10.2,,1051.4,
2022-11-28,-23.1,-25.3,-20.4,0,,187,9.4,,1050.8,
2022-11-29,-19.8,-22,-16.7,0,,205,10.1,,1046.7,
2022-11-30,-18.5,-20.3,-17,0,,140,7.7,,1042.1,
2022-12-01,-20.1,-23.8,-17.5,0,,82,8.1,,1045.5,
2022-12-02,-23,-25.6,-19.5,0,,19,8.7,,1053,
2022-12-03,-20.9,-25.6,-16.3,0,,283,9.4,,1049.7,
2022-12-04,-12.9,-18.6,-8,1.6,,323,13.5,,1037.3,
2022-12-05,-13.2,-16.4,-9.4,0,,84,8.1,,1040.5,
2022-12-06,-15.1,-18.3,-13.3,0,,233,7.4,,1042.3,
2022-12-07,-19.6,-21.9,-17.5,0,,238,12.5,,1038.8,
2022-12-08,-13.8,-17,-9.6,0,,258,15.7,,1031.6,
2022-12-09,-12.9,-14.6,-11.7,0,,273,15.9,,1030.9,
2022-12-10,-11.4,-13.6,-9.5,2.1,,253,12.3,,1032.8,
2022-12-11,-8.3,-9.1,-7.7,4.9,,227,10.2,,1032.1,
2022-12-12,-6.5,-10.6,-3.7,4.8,,263,17.2,,1025.7,
2022-12-13,-15.5,-20.3,-10.8,3.8,,70,8.3,,1034.2,
2022-12-14,-15.8,-21.1,-11.3,0,,173,12.4,,1042.6,
2022-12-15,-18.4,-20.3,-11.6,0,,164,13.9,,1039.6,
2022-12-16,-20,-22,-18.2,0,,209,10,,1035.4,
2022-12-17,-12.1,-20,-6.1,0.1,,245,15.2,,1030.1,
2022-12-18,-11.7,-16.2,-6.1,3.9,,186,11.6,,1031.7,
2022-12-19,-0.2,-5.5,1.3,6,,212,17.7,,1011.6,
2022-12-20,-9.7,-16.5,0.8,0.1,,262,20.5,,1011.2,
2022-12-21,-18.3,-20.8,-16.8,0,,278,15.3,,1014.9,
2022-12-22,-21.3,-25.3,-14.6,0,,246,15.5,,1025.4,
2022-12-23,-5.6,-13.6,-0.8,2.6,,226,22.2,,1015.4,
2022-12-24,-0.3,-2.3,1,0,,233,17.4,,1020.6,
2022-12-25,-2.4,-9,0.6,0,,234,19.4,,1022.8,
2022-12-26,-8.7,-10.7,-6.2,0,,242,15.8,,1025.1,
2022-12-27,-9.8,-16.2,-7.4,0,,289,7.6,,1028.6,
2022-12-28,-15.4,-16.8,-13.3,0,,261,6.4,,1030.6,
2022-12-29,-11.8,-13.1,-10.5,0,,210,8.1,,1031.7,
2022-12-30,-14.2,-16.3,-12.4,0,,109,7.4,,1033.2,
2022-12-31,-21.3,-28.1,-16.3,0,,48,11.3,,1033.9,
2023-01-01,-28.8,-32.9,-23.4,0,,104,8.8,,1032.8,
2023-01-02,-13.2,-22.6,-3.7,0.2,,166,22.2,,1012.5,
2023-01-03,-4.5,-12,-2.9,8.7,,87,18.1,,993.1,
2023-01-04,-18.9,-22,-12.9,0,,288,10.9,,1003.6,
2023-01-05,-21.8,-26.7,-19,0,,294,7.5,,1008.6,
2023-01-06,-20.2,-26.8,-14.8,0,,184,9.5,,1010.9,
2023-01-07,-13.2,-23.6,-6.4,4.3,,173,17.8,,999.3,
2023-01-08,-26.4,-27.7,-24,0,,334,19.5,,1007.8,
2023-01-09,-29.3,-31.5,-27.6,0,,304,16,,1022.2,
2023-01-10,-24,-29.8,-15.4,0,,302,15.7,,1032.5,
2023-01-11,-14.9,-15.9,-13.2,0.3,,285,21.6,,1035.5,
2023-01-12,-12.7,-13.5,-11.7,0.1,,271,26.1,,1031.4,
2023-01-13,-11.4,-14.6,-8.1,0,,256,20.9,,1031.8,
2023-01-14,-9.4,-10.2,-8.4,0,,264,24.7,,1029,
2023-01-15,-8.7,-10.4,-7.6,0.2,,262,21.5,,1031.1,
2023-01-16,-8.3,-11.5,-6.6,0,,268,24.2,,1032.1,
2023-01-17,-11.7,-13,-9.8,0,,253,16.2,,1038.3,
2023-01-18,-10.4,-13.4,-7.7,0,,252,18,,1038.1,
2023-01-19,-9.5,-11.7,-7.7,0,,265,14.6,,1037.9,
2023-01-20,-8.4,-9.6,-6.1,0,,275,16.5,,1040.4,
2023-01-21,-7.1,-10.7,-5.2,0,,260,19,,1041.1,
2023-01-22,-5.8,-6.9,-4.5,0,,273,20.3,,1037.5,
2023-01-23,-6.9,-10.7,-5.3,0,,299,17.2,,1035.9,
2023-01-24,-9.6,-11.3,-7.3,0,,258,15.6,,1031,
2023-01-25,-7.5,-9.7,-5.8,0,,260,21.2,,1023.2,
2023-01-26,-8.4,-11.5,-4.3,0,,237,26.4,,1016.3,
2023-01-27,-4,-4.5,-3.4,0.3,,243,21.1,,1014.6,
2023-01-28,-4.4,-5.2,-3.8,0.7,,268,18,,1014.4,
2023-01-29,-8.7,-11.1,-5.8,0,,253,16.5,,1018,
2023-01-30,-9.4,-11.7,-7.5,0,,223,16.2,,1018.1,
2023-01-31,-10.3,-11.7,-8.2,0,,201,16.7,,1019.2,
2023-02-01,-5.9,-10.4,-2.6,0,,221,13.8,,1022.4,
2023-02-02,-9.4,-12.5,-6.7,0,,203,9.7,,1026.8,
2023-02-03,-12.2,-14,-8.5,0,,226,11.7,,1027,
2023-02-04,-14,-17,-9.7,0,,219,12.2,,1028.3,
2023-02-05,-14.2,-16.3,-12.8,0,,181,6.2,,1028,
2023-02-06,-12.9,-16.3,-11.1,0,,277,5.8,,1026.8,
2023-02-07,-12.8,-13.7,-11.6,0,,344,11.1,,1031.1,
2023-02-08,-15.1,-18.9,-12.3,0,,256,12.4,,1028.8,
2023-02-09,-9,-12.5,-6.3,2.6,,283,16.4,,1015.6,
2023-02-10,-4.3,-5,-3.4,0,,287,11.6,,1017.2,
2023-02-11,-7.1,-9.2,-5.3,0,,179,20,,1023,
2023-02-12,-9.3,-13,-6.8,0,,201,12.5,,1025.1,
2023-02-13,-13.4,-15.3,-10.9,0,,194,16,,1025.3,
2023-02-14,-12.3,-15.3,-9.6,0,,189,13.4,,1024.6,
2023-02-15,-13.3,-17.4,-11.6,0,,125,11.6,,1027.8,
2023-02-16,-18.9,-21.4,-15.6,0,,136,9.7,,1035,
2023-02-17,-17.3,-21.3,-13.3,0,,107,11.6,,1033.7,
2023-02-18,-13.4,-15.4,-11.6,0.1,,106,11.1,,1023.5,
2023-02-19,-14.2,-18.8,-11.9,0,,184,8.7,,1019.8,
2023-02-20,-15.5,-20.2,-11.9,0,,72,12.3,,1015.4,
2023-02-21,-10,-13.1,-4.9,3.4,,98,12.7,,1009,
2023-02-22,-3.6,-7.7,0.1,3.8,,254,16.3,,997.4,
2023-02-23,-8.9,-15.4,-4.1,1.4,,165,12,,997,
2023-02-24,-10.1,-12.8,-5.9,0.2,,215,15.8,,998.4,
2023-02-25,-13.6,-16.5,-10.7,0,,232,18.8,,1014.4,
2023-02-26,-7,-11.5,-3,0.9,,226,16.3,,1023.4,
2023-02-27,-3.1,-6.2,0.9,7.9,,207,26,,1015.9,
2023-02-28,-2.2,-4.3,0.3,0,,234,25.2,,1002.4,
2023-03-01,-4.2,-5.2,-3,1.2,,214,19.1,,993.5,
2023-03-02,-6.7,-9.9,-5,0,,241,22.5,,990.7,
2023-03-03,-11.6,-13.8,-9.7,0,,251,18.5,,999.8,
2023-03-04,-12.4,-16.6,-8.5,0,,207,14.8,,1009.2,
2023-03-05,-3.1,-7.8,-1.1,0.2,,192,15.8,,1003.3,
2023-03-06,-1.9,-4.2,-0.4,2.8,,228,24.6,,996.5,
2023-03-07,-6.2,-9.7,-3.9,1.2,,202,9.7,,1006,
2023-03-08,-5.9,-8.1,-4.1,0.2,,257,14.9,,1012.5,
2023-03-09,-4.3,-12.4,1.6,0.7,,168,15.8,,1017.6,
2023-03-10,0.8,-0.5,2,0,,205,27.2,,1012.3,
2023-03-11,-0.3,-3.5,3.3,0,,244,25,,1005,
2023-03-12,-5.5,-8.8,-2,0,,246,15,,1025.9,
2023-03-13,-2.9,-6.7,1,0,,194,26.3,,1024.9,
2023-03-14,-1.4,-3.1,0.1,7.8,,242,20,,1016.3,
2023-03-15,-5.1,-8.4,-1.5,0,,270,14.2,,1023.2,
2023-03-16,-0.1,-3.4,3.1,0,,263,13.4,,1022.7,
2023-03-17,1.2,-2.3,4.4,0,,239,14.7,,1022.6,
2023-03-18,0.5,-5,3.4,0.4,,284,22,,1019.8,
2023-03-19,-6.8,-11.5,-2.6,0,,291,13.6,,1036.1,
2023-03-20,-5.8,-7.9,-3.5,0,,227,23.3,,1027.5,
2023-03-21,-2.7,-8.2,2.1,0.8,,219,15.1,,1019.1,
2023-03-22,2.1,-0.6,4.9,0.1,,217,20.9,,1010,
2023-03-23,0.2,-2,3.1,0.7,,261,22.4,,1012.4,
2023-03-24,2.4,-0.7,5.9,0,,232,25.6,,1011.6,
2023-03-25,3.8,1.7,6.7,0,,222,21.1,,1006.8,
2023-03-26,3.2,0.9,6.6,0.3,,241,18.2,,1006.5,
2023-03-27,5.6,1.7,10.3,0,,221,16.7,,1010.5,
2023-03-28,9.2,4.8,15.4,1.3,,220,21.6,,1006,
2023-03-29,-0.7,-5.3,5.7,1.9,,341,18,,1020.5,
2023-03-30,-2.9,-5.4,1,0,,47,10.9,,1034.5,
2023-03-31,-0.8,-6.2,4.9,0,,148,17.6,,1035.8,
2023-04-01,3.1,-2.6,10,0,,171,24.1,,1028.5,
2023-04-02,4.6,-1.3,11.8,0,,199,17,,1026.6,
2023-04-03,5,-2.3,13,0,,198,12.1,,1026.7,
2023-04-04,5.6,-2.5,12.6,0,,117,10.8,,1026.6,
2023-04-05,7.6,-0.7,16,0,,168,10.9,,1019.6,
2023-04-06,5.5,0.2,10.8,0,,332,19.3,,1012.8,
2023-04-07,-5.8,-10.7,-1.1,0,,26,19.1,,1030.9,
2023-04-08,0,-7.5,8.4,0,,256,15.7,,1027.4,
2023-04-09,4.5,-3.3,11.6,0,,263,13.7,,1023,
2023-04-10,2.1,-2.1,7.4,0,,308,18,,1013.9,
2023-04-11,0.3,-5,5.5,0,,291,15.3,,1018.7,
2023-04-12,4.9,-1.4,10.9,0,,251,16.4,,1014.7,
2023-04-13,3.1,-7,12.6,3.3,,302,18.5,,1014.8,
2023-04-14,-6.5,-11.1,-1.3,0,,34,20.2,,1027.3,
2023-04-15,-3.5,-9.1,2.6,0,,338,10,,1023.4,
2023-04-16,-0.3,-5.1,4.6,0,,333,13.2,,1019.8,
2023-04-17,-2.2,-5.9,2.2,0,,333,15.3,,1023.1,
2023-04-18,1.3,-3.4,6.8,0,,347,9.9,,1026.5,
2023-04-19,-0.2,-5.7,6.1,0,,65,7.3,,1035.1,
2023-04-20,4.8,-3,11.9,0,,197,12.8,,1026.6,
2023-04-21,7,0.5,14.1,1.3,,211,11.1,,1017.2,
2023-04-22,7.8,1.7,13.7,7.3,,207,12.5,,1013.3,
2023-04-23,8,5.3,11.4,9.3,,141,12.4,,1006,
2023-04-24,6.6,2.9,11.2,0,,312,16.3,,1016,
2023-04-25,13.2,4,21.6,0,,249,17.9,,1019.7,
2023-04-26,15.3,6.7,22.5,0.9,,233,12.5,,1019.7,
2023-04-27,17,12.6,21.1,0,,229,21.6,,1010.3,
2023-04-28,9.5,3.3,13.3,0.2,,337,16.6,,1013.5,
2023-04-29,5.4,-1.7,11.2,0,,20,8.8,,1022,
2023-04-30,2.9,-1,5.8,1.6,,21,8.7,,1025.5,
2023-05-01,5.2,-1.5,12.4,0,,46,9.1,,1027.6,
2023-05-02,9.5,2.1,16.7,0,,160,11,,1027.2,
2023-05-03,15.5,7,23.7,0,,191,18.1,,1025.9,
2023-05-04,18.4,12.6,24.9,0,,218,22.8,,1023.8,
2023-05-05,18.4,11.5,24.3,0,,230,17.4,,1022.5,
2023-05-06,18.2,10.5,24.5,0,,213,16.8,,1019.2,
2023-05-07,18.5,7.6,26.1,0,,216,23.7,,1012.3,
2023-05-08,8,5,12.1,0,,277,20.1,,1018.8,
2023-05-09,5.3,-0.2,10,0,,309,9.9,,1026.9,
2023-05-10,8.3,0.4,15.7,0,,208,10.8,,1023.8,
2023-05-11,8.9,1.6,16.3,0.6,,316,13.1,,1019.4,
2023-05-12,7.2,0.4,11.9,0,,79,9.2,,1023.4,
2023-05-13,9,3.9,13.9,0,,117,11.8,,1014.9,
2023-05-14,10.3,1.1,18.3,0,,272,11.8,,1015.4,
2023-05-15,12.4,7.1,18.5,0.3,,314,10.6,,1018.9,
2023-05-16,13.7,7.7,19.4,0,,340,14.1,,1019.8,
2023-05-17,10.4,4.5,15.2,0,,68,12.8,,1027.8,
2023-05-18,11.4,5.5,16.7,0,,97,14.7,,1029.1,
2023-05-19,12.5,5.9,18.6,0,,113,12.8,,1028.2,
2023-05-20,14.7,4.8,21.6,0,,70,10.5,,1026.3,
2023-05-21,17.2,8.7,23.8,0,,32,9.2,,1024.8,
2023-05-22,18.7,8.9,25,0,,277,6.8,,1026.3,
2023-05-23,19.8,11,25.7,0,,52,7.9,,1028.4,
2023-05-24,20.9,11.7,27.7,0,,266,10.9,,1026.1,
2023-05-25,19.9,14.1,25.1,0.3,,14,11.1,,1023.5,
2023-05-26,18,12.1,23.1,0,,115,8.4,,1023.7,
2023-05-27,20.5,13,28.5,1.4,,189,10.9,,1019.5,
2023-05-28,21.6,14.5,28,0,,158,8.6,,1017.1,
2023-05-29,24.9,16.6,31.4,0,,203,14.5,,1016.4,
2023-05-30,23.2,17.1,27.2,0,,296,14.6,,1017.5,
2023-05-31,22.4,12.9,28.2,0,,136,14,,1019.2,
2023-06-01,25.7,23.1,29.5,0,,184,20.5,,1012.5,
2023-06-02,25,19.2,29.7,0,,66,10.3,,1014.4,
2023-06-03,28.3,21.3,35.1,0,,152,14.1,,1012.2,
2023-06-04,27.7,21.9,33.2,0.2,,287,10.9,,1012.5,
2023-06-05,25.4,19.3,30.7,0.5,,358,12.8,,1009.9,
2023-06-06,22.5,17,27.5,0,,359,11.6,,1012.2,
2023-06-07,21.6,15.3,28.8,2.2,,355,15.3,,1003.9,
2023-06-08,17.5,11.9,22,0,,301,13.7,,1010.7,
2023-06-09,15.4,12.1,18.2,0.7,,329,13.6,,1015,
2023-06-10,15.6,7.7,21.3,0,,221,9.9,,1016.9,
2023-06-11,15,9.5,18.2,3.5,,300,16.1,,1015.6,
2023-06-12,12.2,7.2,17,0,,308,13.8,,1021.7,
2023-06-13,14.3,9.6,19.2,0,,312,13.1,,1022.8,
2023-06-14,19.3,12.5,25.1,0,,254,18.3,,1017.5,
2023-06-15,19.1,13.8,23.5,0,,294,15.2,,1010.3,
2023-06-16,18.2,10.5,23.1,0,,262,13.4,,1007.1,
2023-06-17,15.4,11.2,18.6,0,,347,14.4,,1006.2,
2023-06-18,13.5,7.7,17.8,0,,45,13.3,,1008.8,
2023-06-19,8.9,7.6,11.9,15.9,,15,23.9,,1001,
2023-06-20,6.5,6,7.5,28.2,,309,32.6,,991.5,
2023-06-21,6.3,5.5,7.4,8.5,,302,25.1,,996.6,
2023-06-22,9.2,6.5,12.8,0.6,,336,15.9,,1007.6,
2023-06-23,12,5.6,15.9,0,,281,9.6,,1011.7,
2023-06-24,13.8,8.2,18.9,5.4,,285,10.3,,1009.8,
2023-06-25,13,8.6,16.9,13.6,,93,7.5,,1008.9,
2023-06-26,12.6,9.1,15.1,6.1,,51,17.2,,1005.8,
2023-06-27,15.3,11.6,19.2,0,,9,22.5,,1003.1,
2023-06-28,16.1,10.6,20.9,0.8,,305,12.5,,1005.3,
2023-06-29,17,12.3,20.4,0.4,,305,13.8,,1006.5,
2023-06-30,16.3,9,21,0,,335,7.2,,1011.1,
2023-07-01,21.1,14,27.4,0,,170,17.6,,1006.9,
2023-07-02,24.6,18.2,30.1,0.3,,165,15.9,,1003.7,
2023-07-03,24.5,20.3,28.9,0,,113,10.4,,1003,
2023-07-04,24.3,18.1,30.1,0,,352,11.7,,1007.6,
2023-07-05,24.6,19.1,29.7,0.6,,34,8.7,,1013.6,
2023-07-06,24.5,19.6,29.9,0,,272,5.7,,1014.5,
2023-07-07,22.6,18.6,26.3,0,,301,14.3,,1012.1,
2023-07-08,21,16.1,25.7,0,,316,13.1,,1013.7,
2023-07-09,24.2,17.6,30.7,0,,217,11.3,,1010.6,
2023-07-10,26.4,19,33.4,0,,227,7.8,,1007.3,
2023-07-11,28.9,23.1,37,0.1,,217,11.6,,1007.5,
2023-07-12,29.3,23.8,36.1,0,,171,13.2,,1006.8,
2023-07-13,23.6,18.9,27.8,19.4,,219,8.7,,1006.3,
2023-07-14,19.4,16.9,22.4,3.2,,244,8.2,,997.2,
2023-07-15,18.2,13.4,23.1,2.5,,314,9.5,,996.4,
2023-07-16,17.8,12.2,22.7,0.5,,53,9.7,,1005.8,
2023-07-17,20.4,15.6,24.3,0,,105,14.7,,1009.2,
2023-07-18,20.5,17.1,23.9,3.6,,108,15.6,,1004.8,
2023-07-19,20.2,16.4,25.2,9.7,,156,16.8,,1000,
2023-07-20,20.3,15.4,24.8,1.2,,194,7.7,,999,
2023-07-21,20,16.8,23.5,0,,263,14.4,,1002.5,
2023-07-22,19.7,15.3,24.2,0,,240,14.5,,1007.4,
2023-07-23,18.2,15.9,21.6,7.2,,238,15.1,,1004.8,
2023-07-24,19.1,14.4,23.5,0,,290,14.6,,1006.4,
2023-07-25,19.6,14.2,24.6,0.8,,263,10.2,,1006.7,
2023-07-26,20,14.8,24.8,0,,273,11.3,,1007.1,
2023-07-27,20.7,15.5,25.6,0,,276,9.4,,1007.4,
2023-07-28,23.5,18.2,28.6,0.4,,243,14.4,,1003.9,
2023-07-29,22.1,17.9,26.5,0,,336,16.3,,1007.3,
2023-07-30,21.3,16.1,25.7,0.4,,8,10,,1010.4,
2023-07-31,20.7,16.2,25.3,0,,30,8.7,,1010.1,
2023-08-01,20.9,15.8,25.2,0,,45,6.9,,1007.9,
2023-08-02,20.5,16.4,25.2,4,,8,12.1,,1008.4,
2023-08-03,20.5,16.9,24.7,7.7,,332,11.8,,1007.4,
2023-08-04,20.2,16.6,24.3,1.2,,316,8.4,,1008.9,
2023-08-05,20.4,16.3,24.9,1.5,,338,8.4,,1011.1,
2023-08-06,20.7,16.5,24.1,1.5,,9,8.3,,1009.9,
2023-08-07,21.6,17.2,26.1,0,,16,8.1,,1008.3,
2023-08-08,21.6,16.1,26.4,0,,28,8.7,,1007.7,
2023-08-09,21.5,15.8,26.8,0,,11,10.4,,1012.5,
2023-08-10,17.9,14.6,20.4,2.6,,11,14.4,,1014.9,
2023-08-11,16.7,12.3,21.3,0,,347,18.1,,1018.7,
2023-08-12,14.4,10.7,18.3,0,,358,18.1,,1021,
2023-08-13,14.5,8.8,19.8,0,,338,14.8,,1022.1,
2023-08-14,18.4,11.8,25.1,0,,332,12.1,,1017.5,
2023-08-15,19.2,12.7,24.5,0.6,,78,7,,1015.8,
2023-08-16,20.2,14.6,25.4,0.7,,322,5.8,,1016.7,
2023-08-17,20.9,16.6,25.4,0,,18,8.7,,1018.8,
2023-08-18,22.1,16,27.6,0,,249,11.8,,1017.4,
2023-08-19,21.3,16.5,24.9,1.3,,308,15.9,,1013,
2023-08-20,15.3,11,18.9,0,,345,7.9,,1017.9,
2023-08-21,14.5,12.2,16.6,0.8,,174,8.5,,1011.1,
2023-08-22,14.3,10.9,18,0,,279,12.4,,1006.4,
2023-08-23,12.1,10.2,14.5,12.6,,107,8.7,,1003,
2023-08-24,11.4,6.9,15.1,0,,268,11.1,,1003.3,
2023-08-25,11.3,7.4,15,0,,253,13.2,,1004,
2023-08-26,11.1,6.4,16,0.7,,263,9.9,,1005.3,
2023-08-27,11.4,5.8,16.5,0,,218,7,,1004.5,
2023-08-28,12.8,7,17.8,0,,79,9.4,,1001.7,
2023-08-29,12.4,6.6,17,2.7,,50,13.2,,999.6,
2023-08-30,12.7,9.9,16.1,3.2,,94,12.9,,997.1,
2023-08-31,11.9,7.5,16.9,2,,61,9.8,,999.5,
2023-09-01,11.9,8.4,16.5,2.6,,64,13.6,,1006.2,
2023-09-02,14.1,9.6,19,2.4,,29,17.6,,1012.2,
2023-09-03,14.3,13,16.1,0.5,,12,18.5,,1013.6,
2023-09-04,11.4,9.8,13.5,0,,3,16.6,,1017.2,
2023-09-05,11,8.3,13.9,0,,324,13,,1017.6,
2023-09-06,11.9,6.8,16.9,0,,301,9.9,,1014.9,
2023-09-07,12.2,5.7,18.5,0,,191,7.1,,1011.8,
2023-09-08,13.3,7.1,19.3,0,,113,9.5,,1013.2,
2023-09-09,13.5,8,18.8,0,,73,14.9,,1014.2,
2023-09-10,12.3,10.1,15.4,5.9,,74,18.7,,1012.6,
2023-09-11,13.2,8.3,18.5,0,,71,14.6,,1013.9,
2023-09-12,13.3,8.9,18.2,0,,33,16.7,,1015.5,
2023-09-13,14.1,9.4,19.5,0,,359,10.6,,1019.6,
2023-09-14,14.7,9.6,20.3,0,,338,7.6,,1021,
2023-09-15,14.9,8,20.2,0,,314,4.7,,1022,
2023-09-16,14.4,6.9,20.4,0,,229,4.9,,1021.7,
2023-09-17,14.3,7.5,20.7,0,,244,7.3,,1021,
2023-09-18,14.9,9.3,20.8,0,,227,9.5,,1019,
2023-09-19,13.9,10.7,18.8,7.4,,229,13.9,,1013.5,
2023-09-20,10.6,7,14.4,0,,303,12.1,,1019.8,
2023-09-21,12.6,6.6,18.4,0,,233,19.9,,1018.4,
2023-09-22,14.5,9.7,16.3,1.1,,291,22.4,,1015.4,
2023-09-23,9.8,5.3,14,0,,296,14.8,,1026.6,
2023-09-24,15.6,10.6,21.5,0,,278,14.4,,1024.9,
2023-09-25,17.2,11.8,23.6,0,,263,15.3,,1020.5,
2023-09-26,14.5,9.9,17.3,0,,304,16.6,,1019.8,
2023-09-27,9.8,5.1,14.1,1.6,,270,9.5,,1021.9,
2023-09-28,11.2,9.2,14.6,0,,291,13.4,,1016.7,
2023-09-29,10.8,7.2,15,0,,253,9.9,,1014.3,
